0,2.712729775
1,6.10605738
2,0.353930731
3,0.583265421
4,2.677270382
5,9.720652777
6,0.886812637
7,2.938317058
8,301.5475288
9,17.21484318
10,0.330100575
11,0.00065083
12,0
13,16.78749924
14,1.881239454
15,7.332160048
16,1.766512849
17,2.609469264
18,0
19,9.489006376
20,0
21,0.00065083
22,1.13976291
23,21.95009262
24,13.10271746
25,0.330751405
26,13.39879294
27,1.63441741
28,3.352704604
29,13.1949664
30,7.310939716
31,14.46827495
32,7.127673705
33,59.02367763
34,2.702074096
35,13.98898354
36,0.756939008
37,2.462555344
38,2.611583966
39,2.539463253
40,3.352704604
41,128.7486205
42,6.26853869
43,2.461130843
44,1.868876529
45,5.133668533
46,5.401933502
47,0.00065083
48,1.731439767
49,2.384702558
50,7.55962137
51,6.254197244
52,1.463182407
53,1.302892334
54,6.77914482
55,6.849563673
56,2.564091384
57,0
58,0
59,6.572794239
60,0
61,5.379527848
62,3.171118033
63,0.915655143
64,19.40533346
65,0.556712063
66,9.155717986
67,6.929175193
68,0.00065083
69,342.5301705
70,2.461130843
71,1.008924284
72,9.722077279
73,21.25317314
74,1.765088348
75,2.696568839
76,21.30709451
77,8.350284529
78,13.19930472
79,4.730762301
80,1.060573946
81,43.48056083
82,5.561652693
83,0.687797147
84,4.234051359
85,10.67322333
86,4.861431708
87,0
88,4.481599558
89,1.90506961
90,5.357688739
91,12.28763193
92,1.892706685
93,5.377504904
94,1.966887802
95,4.627580133
96,0
97,0
98,14.2765776
99,17.58721173
100,1.868876529
101,3.359614806
102,0.088198758
103,0
104,0.023830156
105,6.418735118
106,4.048095042
107,0
108,1.745021822
109,3.736723058
110,1.892706685
111,17.79762559
112,11.31206317
113,6.838101266
114,9.647084844
115,13.22378963
116,19.11534921
117,0.028194634
118,17.88033406
119,0.330751405
120,42.69758523
121,1.551684769
122,5.046921689
123,1.418104264
124,0.00065083
125,2.461130843
126,0.128755365
127,5.176184617
128,2.536712648
129,0.128755365
130,2.571274495
131,12.91107749
132,5.51901742
133,11.81695292
134,0.644910821
135,3.133073174
136,25.66434774
137,4.518774054
138,3.314277696
139,0.878401511
140,1.409208086
141,30.54942477
142,0.579891389
143,25.66434774
144,32.34558344
145,1.806675839
146,1.966887802
147,15.51948171
148,0
149,3.171118033
150,1.014317246
151,0.00065083
152,0.977699413
153,9.145296625
154,2.461130843
155,0.331525076
156,9.378148434
157,11.14423031
158,25.66434774
159,1.283208232
160,0.00065083
161,0
162,10.47096579
163,5.51901742
164,5.401457672
165,1.632992908
166,11.85384389
167,0
168,0
169,0
170,4.163412054
171,0
172,10.96505362
173,8.134988589
174,11.29915148
175,2.26675407
176,12.18615714
177,0.00065083
178,0.332050106
179,2.461130843
180,8.350284529
181,4.502445285
182,6.449427595
183,1.733194527
184,14.09559514
185,0
186,12.43147209
187,2.536736462
188,0
189,4.919880516
190,1.74950354
191,6.905337893
192,25.66434774
193,0
194,3.778191745
195,0.913365996
196,8.638602995
197,23.2595409
198,11.64844795
199,2.461130843
200,29.1025416
201,1.460452436
202,12.77586935
203,3.267468547
204,51.81157397
205,0.00065083
206,0.05267562
207,14.11099808
208,0
209,19.7742334
210,4.086478468
211,11.81837742
212,0.00065083
213,0
214,0
215,0.00065083
216,2.461130843
217,2.921594536
218,1.90506961
219,4.029570257
220,26.38585778
221,0
222,0.579891389
223,3.576470588
224,0.331399276
225,8.394543305
226,0.687797147
227,9.926348354
228,9.024173928
229,10.0930929
230,3.388458814
231,5.379402048
232,1.981667168
233,4.969491367
234,10.10317058
235,0
236,3.576470588
237,4.205851458
238,23.87867616
239,0.00065083
240,0.024480986
241,10.68661619
242,0.331525076
243,0.916431773
244,3.171118033
245,0.128755365
246,14.36562063
247,0
248,17.79762559
249,5.804889188
250,12.76932415
251,0.00065083
252,0.910642793
253,1.978471335
254,0.00065083
255,1.90506961
256,0.644259991
257,1.868876529
258,0
259,3.169047267
260,1.793282982
261,28.90589411
262,12.72127128
263,7.611851704
264,25.66434774
265,20.32609438
266,6.581925294
267,2.475739667
268,0.556712063
269,2.273981727
270,0.332175906
271,0.038565493
272,3.354129106
273,2.521704312
274,5.547527582
275,3.236529594
276,1.980242667
277,0
278,1.632992908
279,0
280,0
281,0.128755365
282,5.378103346
283,0.00065083
284,0
285,21.88012468
286,2.535288146
287,0.330751405
288,0
289,1.061704417
290,1.461947451
291,2.212884297
292,0.330751405
293,0
294,2.457249973
295,0.556061233
296,0.658436984
297,0.886161808
298,0.888111339
299,0.001298701
300,9.405806657
301,10.60244399
302,6.558318008
303,0.028845464
304,0.00065083
305,14.08247086
306,0
307,0.00065083
308,0.332175906
309,12.75165803
310,18.40537629
311,10.99919357
312,0.024480986
313,6.375249534
314,2.461130843
315,13.35443393
316,0
317,0.556061233
318,25.66434774
319,13.77836262
320,0.128755365
321,9.720652777
322,3.641797045
323,25.66434774
324,9.61830084
325,5.267144671
326,2.461130843
327,12.28763193
328,1.892706685
329,0.00065083
330,12.34734424
331,25.66434774
332,0
333,0
334,2.461130843
335,0.128755365
336,41.19828223
337,0.00065083
338,0.332175906
339,1.888760598
340,0.128755365
341,25.66434774
342,4.627580133
343,0.940136129
344,0.330751405
345,10.35400296
346,0.00065083
347,10.36739581
348,6.776913398
349,1.90506961
350,0.580542219
351,314.2863903
352,0.774150303
353,1.025163727
354,2.278490078
355,1.237221749
356,6.117964793
357,1.868876529
358,1.881239454
359,1.968545091
360,1.632992908
361,0
362,10.70361007
363,0
364,1.90506961
365,1.923093425
366,1.868876529
367,1.63441741
368,4.205851458
369,4.835913466
370,0
371,11.76636313
372,44.18666868
373,0.128755365
374,16.75256499
375,0.886161808
376,1.329107606
377,10.86986204
378,1.283208232
379,5.138314616
380,1.748204838
381,4.205851458
382,23.2595409
383,0.916305973
384,0.023830156
385,3.852349048
386,0.00065083
387,22.27727642
388,0.014043687
389,4.149809443
390,2.461130843
391,0
392,0.404932522
393,72.3715483
394,0
395,1.868876529
396,0.608736853
397,9.720652777
398,6.234673021
399,0.940136129
400,13.17341132
401,16.16905776
402,1.432257802
403,5.711703785
404,0.556712063
405,12.43147209
406,1.868876529
407,0.330100575
408,0.128755365
409,0.00065083
410,5.465756855
411,4.944834158
412,6.886150658
413,1.81457948
414,0
415,10.93974017
416,9.977185419
417,0.687797147
418,0.556061233
419,2.500447353
420,3.402476454
421,13.73773946
422,9.647919975
423,0.580542219
424,0.330751405
425,9.213943169
426,323.0736722
427,2.908233413
428,4.888398026
429,1.441934419
430,2.370640713
431,0.976400712
432,26.32633532
433,3.641797045
434,0.330751405
435,3.352704604
436,18.253066
437,7.580786188
438,19.8294231
439,0.688447977
440,6.373655413
441,26.838973
442,0.330100575
443,0.609384724
444,4.055003219
445,2.408139752
446,0.126856737
447,0
448,14.26903649
449,3.650721527
450,0.332175906
451,0.63024235
452,0.00065083
453,1.102952177
454,2.373363916
455,4.111636591
456,0
457,35.18911417
458,0.00065083
459,1.81457948
460,3.307512733
461,2.980899786
462,2.461130843
463,0.128755365
464,14.22239408
465,1.90506961
466,10.67322333
467,6.247841192
468,0
469,1.90506961
470,0
471,0.556061233
472,7.494516109
473,4.028145756
474,3.161267808
475,6.103865274
476,0.93126135
477,9.87648567
478,9.193547503
479,4.480948728
480,3.665627201
481,0
482,60.08919524
483,23.05035646
484,4.627580133
485,1.868876529
486,1.892706685
487,3.641797045
488,0.128755365
489,0.580542219
490,0.940136129
491,0.00065083
492,12.6617483
493,0.556061233
494,12.76952348
495,13.01049143
496,3.090295816
497,4.448725289
498,5.978771974
499,0
500,1.417453434
501,0.888111339
502,2.461130843
503,17.79762559
504,4.041330079
505,1.997631894
506,13.98898354
507,2.461130843
508,0.899554665
509,0.023830156
510,6.094580966
511,0.128755365
512,7.620038534
513,0
514,14.87933047
515,0.358946038
516,5.383469393
517,9.038980695
518,3.357328064
519,0.915007271
520,4.801771029
521,1.868876529
522,0.00065083
523,12.43147209
524,17.49257311
525,4.462632396
526,5.14777064
527,1.765088348
528,8.523579069
529,28.5365728
530,0
531,2.660192388
532,1.283321961
533,0.382776194
534,10.20494531
535,0
536,11.99365751
537,3.269105492
538,0.88953584
539,8.445399354
540,0.910642793
541,0.332050106
542,72.65937594
543,9.720652777
544,0.580542219
545,7.315795756
546,13.00656192
547,1.776531674
548,3.910688031
549,0
550,2.500360284
551,9.145296625
552,304.084003
553,21.26719078
554,8.435389191
555,2.758216463
556,13.86219998
557,14.21418063
558,0
559,3.075575199
560,0
561,2.677270382
562,0
563,7.743214968
564,0.00065083
