,0
0,51.796407185628745
1,49.71550497866287
2,46.36363636363636
3,49.90128331688055
4,50.30329289428076
5,48.663426488456864
6,48.35443037974684
7,50.17486884836373
8,51.17328519855596
9,49.15730337078652
10,49.55882352941177
11,48.75000000000001
12,51.34969325153374
13,51.969453376205784
14,50.13618677042801
15,50.94117647058823
16,50.09250693802036
17,50.55889939810834
18,51.40324963072378
19,49.35304990757856
20,49.70263381478335
21,51.969453376205784
22,50.463392029657086
23,45.7286432160804
24,51.7840593141798
25,48.38709677419355
26,50.903614457831324
27,49.86522911051213
28,49.469777306468714
29,51.969453376205784
30,49.6551724137931
31,49.10554561717352
32,49.751784052125345
33,49.67741935483871
34,47.59776536312849
35,50.17486884836373
36,51.19225037257824
37,50.708502024291505
38,50.0
39,50.233644859813076
40,51.969453376205784
41,50.78328981723238
42,46.36363636363636
43,49.22779922779923
44,50.12376237623762
45,47.38058551617873
46,48.35443037974684
47,51.969453376205784
48,49.353336782203826
49,49.74874371859296
50,48.5207100591716
51,49.92537313432835
52,46.93877551020408
53,50.72587532023911
54,50.14792899408283
55,52.603369065849925
56,51.013824884792626
57,47.3457675753228
58,48.79182156133829
59,48.063380281690144
60,47.97297297297297
61,49.95751911639763
62,47.94776119402985
63,46.36363636363636
64,50.62500000000001
65,48.97959183673469
66,47.3457675753228
67,50.903614457831324
68,51.969453376205784
69,50.08285004142502
70,50.17486884836373
71,50.17486884836373
72,49.36708860759494
73,50.467289719626166
74,51.35017421602788
75,50.25751072961373
76,50.178126113288215
77,50.18825301204819
78,50.318044861064614
79,50.17486884836373
80,49.469777306468714
81,50.55248618784531
82,47.771952817824385
83,49.04942965779468
84,50.96618357487923
85,50.17486884836373
86,48.922413793103445
87,49.80769230769231
88,50.48780487804878
89,49.9031007751938
90,49.47115384615385
91,49.859154929577464
92,47.54816112084063
93,46.36363636363636
94,49.607458292443575
95,47.57281553398058
96,49.465240641711226
97,47.96610169491525
98,50.471420153211554
99,48.33333333333334
100,50.286532951289395
101,49.0
102,47.55043227665706
103,49.06542056074766
104,49.510489510489506
105,47.94776119402985
106,47.791798107255524
107,49.59016393442622
108,46.07843137254902
109,49.54379562043796
110,51.13019891500905
111,49.43687018375815
112,51.11507582515611
113,50.450450450450454
114,50.17486884836373
115,52.19849246231155
116,50.903614457831324
117,48.35443037974684
118,50.903614457831324
119,48.35443037974684
120,50.903614457831324
121,49.63031423290204
122,48.76198083067093
123,48.87096774193548
124,50.61511423550088
125,48.037676609105176
126,47.94776119402985
127,50.13054830287207
128,49.33920704845815
129,53.859060402684555
130,48.17232375979113
131,51.38888888888889
132,51.143141153081515
133,49.93946731234866
134,47.94776119402985
135,47.85202863961814
136,52.10727969348659
137,49.69465648854962
138,51.969453376205784
139,48.96860986547086
140,48.225806451612904
141,49.66887417218543
142,47.98206278026906
143,51.00334448160535
144,50.32786885245901
145,50.61674008810573
146,50.24703557312253
147,48.97959183673469
148,49.53874538745387
149,49.36288088642659
150,47.94776119402985
151,48.77750611246944
152,47.176079734219265
153,50.18825301204819
154,49.018475750577366
155,49.35304990757856
156,49.8062015503876
157,50.68165070007369
158,48.0440097799511
159,48.22294022617124
160,47.19101123595505
161,50.806451612903224
162,47.94776119402985
163,51.969453376205784
164,49.21008403361344
165,47.227191413237925
166,48.98523985239853
167,50.463392029657086
168,47.3457675753228
169,51.138353765324
170,48.99497487437186
171,48.95168641750228
172,47.94776119402985
173,49.35304990757856
174,48.22294022617124
175,48.890429958391124
176,48.412698412698404
177,48.80546075085324
178,50.463392029657086
179,49.76787372330548
180,47.89473684210526
181,50.97402597402597
182,50.42229729729729
183,51.079489695780175
184,48.22294022617124
185,47.47081712062256
186,46.36363636363636
187,50.48780487804878
188,49.304677623261696
189,50.820633059788975
190,49.61389961389961
