,0
2465,26
2466,0
2467,10
2468,22
2469,25
2470,4
2471,23
2472,33
2473,32
2474,9
2475,1
2476,9
2477,23
2478,11
2479,9
2480,2
2481,9
2482,4
2483,19
2484,17
2485,4
2486,16
2487,2
2488,3
2489,13
2490,2
2491,8
2492,7
2493,15
2494,15
2495,1
2496,6
2497,20
2498,9
2499,9
2500,10
2501,4
2502,18
2503,24
2504,1
2505,2
2506,5
2507,0
2508,21
2509,14
2510,13
2511,0
2512,0
2513,5
2514,9
2515,25
2516,10
2517,15
2518,12
2519,11
2520,10
2521,14
2522,1
2523,17
2524,18
2525,1
2526,26
2527,1
2528,17
2529,17
2530,19
2531,2
2532,12
2533,8
2534,1
2535,1
2536,22
2537,23
2538,9
2539,8
2540,16
2541,1
2542,9
2543,11
2544,21
2545,34
2546,3
2547,6
2548,8
2549,2
2550,27
2551,2
2552,22
2553,14
2554,12
2555,11
2556,23
2557,26
2558,22
2559,1
2560,14
2561,3
2562,1
2563,0
2564,6
2565,1
2566,2
2567,4
2568,10
2569,3
2570,2
2571,13
2572,36
2573,9
2574,10
2575,20
2576,20
2577,16
2578,1
2579,1
2580,19
2581,0
2582,23
2583,8
2584,21
2585,2
2586,7
2587,0
2588,9
2589,10
2590,5
2591,3
2592,15
2593,1
2594,1
2595,23
2596,4
2597,7
2598,12
2599,16
2600,5
2601,27
2602,6
2603,1
2604,12
2605,5
2606,1
2607,26
2608,1
2609,19
2610,19
2611,28
2612,6
2613,12
2614,4
2615,1
2616,2
2617,2
2618,26
2619,15
2620,22
2621,9
2622,4
2623,22
2624,1
2625,9
2626,15
2627,17
2628,22
2629,13
2630,0
2631,22
2632,1
2633,2
2634,35
2635,15
2636,30
2637,9
2638,22
2639,26
2640,14
2641,20
2642,6
2643,21
2644,15
2645,11
2646,19
2647,19
2648,23
2649,1
2650,13
2651,8
2652,31
2653,13
2654,9
2655,2
2656,13
2657,0
2658,16
2659,10
2660,19
2661,25
2662,1
2663,6
2664,8
2665,20
2666,3
2667,26
2668,1
2669,15
2670,16
2671,3
2672,0
2673,11
2674,0
2675,0
2676,10
2677,18
2678,17
2679,5
2680,8
2681,3
2682,26
2683,23
2684,0
2685,3
2686,11
2687,15
2688,0
2689,25
2690,17
2691,14
2692,16
2693,29
2694,0
2695,0
2696,19
2697,1
2698,10
2699,26
2700,6
2701,9
2702,21
2703,15
2704,6
2705,8
2706,24
2707,5
2708,3
2709,11
2710,10
2711,27
2712,4
2713,1
2714,11
2715,20
2716,10
2717,13
2718,2
2719,9
2720,4
2721,3
2722,5
2723,5
2724,2
2725,20
2726,12
2727,1
2728,0
2729,26
2730,4
2731,30
2732,4
2733,6
2734,12
2735,5
2736,19
2737,15
2738,10
2739,10
2740,13
2741,16
2742,26
2743,4
2744,31
2745,25
2746,3
2747,13
2748,0
2749,0
2750,17
2751,10
2752,12
2753,32
2754,9
2755,16
2756,1
2757,1
2758,0
2759,6
2760,11
2761,2
2762,13
2763,17
2764,15
2765,9
2766,7
2767,1
2768,13
2769,0
2770,4
2771,22
2772,25
2773,26
2774,14
2775,9
2776,8
2777,25
2778,3
2779,9
2780,6
2781,10
2782,2
2783,21
2784,25
2785,5
2786,0
2787,7
2788,14
2789,4
2790,19
2791,13
2792,29
2793,12
2794,2
2795,12
2796,2
2797,2
2798,10
2799,14
2800,18
2801,15
2802,14
2803,9
2804,22
2805,0
2806,1
2807,0
2808,17
2809,36
2810,10
2811,6
2812,10
2813,12
2814,10
2815,26
2816,0
2817,14
2818,23
2819,0
2820,25
2821,5
2822,7
2823,16
2824,6
2825,6
2826,10
2827,5
2828,7
2829,5
2830,0
2831,9
2832,28
2833,5
2834,10
2835,8
2836,24
2837,12
2838,16
2839,0
2840,2
2841,1
2842,11
2843,1
2844,5
2845,3
2846,0
2847,21
2848,0
2849,9
2850,1
2851,9
2852,26
2853,0
2854,37
2855,5
2856,13
2857,22
2858,14
2859,15
2860,12
2861,23
2862,2
2863,1
2864,1
2865,24
2866,0
2867,26
2868,1
2869,10
2870,9
2871,14
2872,16
2873,6
2874,1
2875,13
2876,10
2877,26
2878,5
2879,0
2880,19
2881,10
2882,10
2883,16
2884,4
2885,4
2886,2
2887,3
2888,4
2889,0
2890,12
2891,20
2892,29
2893,1
2894,6
2895,20
2896,19
2897,0
2898,3
2899,11
2900,6
2901,15
2902,5
2903,1
2904,22
2905,26
2906,15
2907,1
2908,15
2909,16
2910,0
2911,1
2912,3
2913,1
2914,35
2915,16
2916,0
2917,19
2918,0
2919,10
2920,5
2921,20
2922,6
2923,10
2924,10
2925,1
2926,1
2927,0
2928,2
2929,0
2930,15
2931,4
2932,14
2933,1
2934,0
2935,6
2936,9
2937,16
2938,12
2939,8
2940,27
2941,1
2942,11
2943,20
2944,26
2945,14
2946,18
2947,12
2948,16
2949,0
2950,8
2951,31
2952,1
2953,1
2954,5
2955,0
2956,23
2957,5
2958,0
2959,3
2960,21
2961,5
2962,1
2963,0
2964,1
2965,1
2966,15
2967,2
2968,14
2969,7
2970,11
2971,25
2972,0
2973,10
2974,18
2975,0
2976,9
2977,15
2978,21
2979,12
2980,3
2981,13
2982,11
2983,31
2984,11
2985,1
2986,0
2987,15
2988,2
2989,17
2990,16
2991,1
2992,22
2993,1
2994,12
2995,6
2996,14
